"Y" "X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14"
24.31755 -2.20707 14.5525 3.962 12.0636 5.5026 2.34847 8.6206 2.2598 7.8344 22.58008 7.8344 2.1862 10.1146 4.6271
24.06149 -2.15275 3.7441 2.2882 -1.712 10.1648 1.42667 5.0129 6.3274 6.893 8.58567 6.893 5.5168 9.1839 2.233
39.10526 -2.67292 6.465 4.5082 6.3184 3.0703 4.89971 2.8365 -2.043 10.4374 26.458 10.4374 0.8925 4.2675 2.7755
31.42744 -1.9609 8.3107 -1.0697 6.591 8.8829 1.33835 2.8287 6.5126 10.3494 15.16643 10.3494 8.7717 2.8207 3.2047
21.22504 0.04833 4.3317 7.2646 0.1849 4.1011 7.54844 1.03 6.1479 7.3403 23.20013 7.3403 0.5759 4.7138 8.2533
-2.03902 -1.92708 4.8424 4.3422 5.843 7.9038 6.24565 9.6768 6.59 8.7927 9.52301 8.7927 -1.5245 2.9759 10.9078
10.19566 0.91776 3.009 6.2785 12.9172 1.7769 7.08434 5.9369 6.4014 5.0351 13.53237 5.0351 -1.6401 11.7071 10.2417
21.04973 -2.49759 14.2459 -0.8791 14.1848 5.1875 2.93226 11.1126 3.0356 11.6534 10.88734 11.6534 7.2499 11.2787 4.4811
15.3959 -0.67926 5.5468 0.0152 -1.4884 1.7927 2.26856 11.3134 0.8427 10.6067 13.22358 10.6067 1.2906 3.7186 4.2247
1.68716 -1.78734 7.1741 10.038 -0.6787 6.7542 5.08904 11.7786 2.3938 9.4034 8.71172 9.4034 7.7502 5.0872 3.4967
20.39642 -1.50888 3.709 2.2875 10.1185 10.2176 2.57871 3.438 3.177 8.9147 20.43644 8.9147 5.703 6.4876 1.6353
25.64954 0.69573 5.9673 10.1196 13.5046 9.8202 7.24823 2.6239 6.449 11.9118 22.83739 11.9118 -3.3837 6.8647 2.1257
5.96355 -2.38983 4.0026 4.8085 9.253 7.4077 3.35149 3.521 -1.0388 8.7599 6.08371 8.7599 -2.973 5.1565 4.24
38.17747 1.15487 12.3138 -0.754 9.4119 2.5444 1.63872 6.9803 3.3271 9.4663 24.1258 9.4663 10.3476 9.3216 10.3321
24.72783 -1.65629 10.4771 3.44 3.5384 4.8904 6.39191 10.6724 4.5829 11.287 26.03549 11.287 -1.5377 6.9728 7.8756
32.38581 -1.93094 3.0769 9.9263 2.3255 1.7063 1.06605 9.5536 -1.1331 9.7278 6.63238 9.7278 5.8005 3.8753 5.9274
19.16866 -1.08546 5.6907 3.9996 4.5497 3.333 4.03521 7.1863 2.2149 10.1475 20.95072 10.1475 9.6959 11.6569 10.0021
38.68988 -2.02331 13.1765 9.4632 2.2053 1.6567 2.35241 11.8686 7.5445 9.5021 27.71552 9.5021 4.2532 7.9276 9.0396
19.06427 0.37698 11.5374 6.2518 11.8472 11.0088 6.67364 5.225 6.3804 10.3228 12.4794 10.3228 -3.0322 2.8692 6.2451
45.15949 1.90151 14.1124 9.4763 7.5682 3.578 2.87146 2.7264 6.9103 12.1901 16.7211 12.1901 1.6105 7.6285 9.2325
11.65367 1.25403 8.9192 1.6191 10.2615 4.4945 6.29422 5.0944 -0.6754 12.3136 16.43848 12.3136 -0.0851 3.7102 5.7975
17.49491 -1.03334 6.7063 8.0317 0.1671 6.1751 2.82601 2.6132 -1.9646 9.722 20.4451 9.722 5.5427 3.7865 5.1754
56.72041 0.00956 4.0779 0.4449 0.1494 6.6639 1.10413 9.5041 5.9504 6.1865 19.23296 6.1865 -1.327 8.0223 3.2855
19.3704 -0.97694 12.2161 2.9924 4.4987 8.7887 2.91464 3.6356 -0.5555 8.8869 12.84812 8.8869 6.2241 6.0144 2.9639
7.0892 -2.82527 5.2988 7.7167 8.892 8.005 3.64112 2.2785 7.7811 10.4184 9.51713 10.4184 9.3407 4.4896 8.2881
27.50748 1.32786 4.8247 3.6535 12.3002 3.7244 1.25327 9.9328 7.4815 12.1028 14.99032 12.1028 -2.0645 7.1596 3.5927
25.64746 -2.2524 3.0259 1.1888 -0.8695 6.7363 4.91006 2.2738 -0.7458 12.9959 16.78061 12.9959 2.2387 3.1443 10.9403
9.81789 -1.64535 5.2468 1.6068 7.2595 6.1701 7.94526 7.5306 4.9022 12.0974 6.91893 12.0974 -2.1597 4.8005 3.479
10.2457 1.39067 14.3535 7.8521 -0.1411 5.5332 4.12949 11.3719 1.0368 13.2427 11.88755 13.2427 -0.0021 9.5934 5.6988
17.56727 -1.55829 9.7601 1.8836 10.239 4.1204 5.85082 10.8494 5.5493 9.3314 27.5601 9.3314 1.9091 4.5902 4.9227
39.15334 -2.35741 7.1228 5.5903 3.8084 3.7117 4.31679 9.8331 3.7245 6.7343 23.60849 6.7343 10.0786 4.5933 3.2077
10.59542 -1.21721 13.6717 4.826 3.239 7.5201 6.95839 11.0906 -1.9878 7.4134 8.54138 7.4134 2.5945 9.61 3.758
12.32711 1.77452 2.8429 0.0984 7.4618 1.7114 2.0083 10.7913 5.4697 8.1255 9.67624 8.1255 0.1607 6.2542 8.4847
19.55323 0.92939 7.4796 4.7475 10.0198 9.6869 5.55116 1.3738 -2.396 11.2227 13.1517 11.2227 0.184 6.7183 5.6469
-0.72319 -1.49179 3.0002 9.9096 5.2947 8.8814 7.72454 10.4484 7.9698 11.706 11.30492 11.706 2.1209 6.9955 2.0604
20.03716 -2.0468 13.264 2.7799 3.4019 6.8128 6.23099 8.538 7.9569 12.104 12.43917 12.104 -2.4205 5.9944 8.1231
25.05181 -0.09853 11.4268 5.2188 12.0224 9.1671 4.53761 0.878 3.3447 12.3987 11.59061 12.3987 1.8636 11.6032 10.0389
2.45714 1.34538 13.2584 8.9014 9.8783 5.7314 4.64026 2.8274 0.328 12.3662 20.08913 12.3662 10.9658 5.6204 5.7517
32.83955 -0.7279 7.0747 7.5589 -0.7064 2.5017 3.32909 5.9714 6.7945 12.6751 23.43549 12.6751 1.5516 4.5829 2.4631
0.14799 -2.93069 4.3763 2.4756 0.1585 2.9637 5.99824 1.8051 7.5867 12.862 8.1032 12.862 0.0858 8.7895 1.2488
29.74712 0.79287 10.9167 -0.1393 10.8122 10.6293 4.3557 7.4185 3.007 7.1147 24.94618 7.1147 -3.0082 3.5444 2.5548
23.34876 -2.56978 7.6074 2.3365 -0.0383 4.1708 1.67567 7.8436 6.2913 7.4248 7.43176 7.4248 2.767 7.1902 10.1279
24.02484 -0.03527 11.711 10.4332 6.5873 5.3727 5.24673 2.2437 4.4369 5.3168 13.26581 5.3168 9.9139 5.6604 9.8254
35.7847 -2.86473 4.9893 9.9911 10.1413 3.233 2.41818 7.2355 5.841 9.9497 27.59996 9.9497 7.8232 9.88 5.6352
44.30265 -1.86622 14.375 0.3378 12.4684 2.3912 1.13237 3.6574 -2.1205 8.9656 21.98448 8.9656 -3.2596 6.4179 3.5797
21.21874 -2.76534 13.9015 -1.3859 9.0704 3.2359 4.22857 11.7571 7.153 10.6545 10.72985 10.6545 11.0139 5.6056 7.8293
12.68826 -2.2875 13.2935 7.5242 5.793 3.874 6.67629 7.8115 -0.5886 5.2314 11.54275 5.2314 2.8789 6.4619 4.835
13.54539 -2.86535 5.0415 7.4594 4.7798 5.0465 5.0797 3.3958 5.9053 10.871 17.43844 10.871 1.4049 2.808 5.2766
10.21729 -0.87386 14.3509 7.3075 14.2095 1.6637 6.06636 11.3084 7.8458 7.3229 8.57717 7.3229 8.9348 9.3516 3.753
18.36108 1.18089 8.7086 6.0029 5.6747 3.9322 7.9414 10.9962 2.8069 8.8877 20.47817 8.8877 5.1238 8.2574 8.9915
16.81316 -1.33505 4.1185 0.1213 6.5353 7.9563 7.08602 10.807 5.8621 13.363 27.52824 13.363 -2.9545 7.4368 6.008
25.66681 -1.89384 5.9996 9.4404 1.4525 4.6891 2.59108 5.9741 3.7151 8.4698 24.63085 8.4698 1.4782 5.8191 10.4148
25.13769 -1.58448 4.6273 7.1871 2.4801 5.4636 5.59307 9.7811 1.942 5.1167 25.8639 5.1167 1.7016 5.6023 6.025
18.9962 1.08435 9.28 7.0911 10.4509 2.3846 6.19077 2.827 1.9983 12.84 13.6688 12.84 0.9708 7.6085 7.134
15.97922 1.59809 7.7873 5.7925 13.5823 3.8026 5.01022 4.1218 7.4513 5.5849 9.90642 5.5849 6.0423 2.8012 3.6554
31.89144 1.18481 9.0734 -0.2842 4.6691 1.6079 6.64843 3.3896 -2.7872 12.0531 26.68487 12.0531 -3.1033 3.8715 2.3696
37.13977 1.82892 7.3232 -1.4159 0.9644 4.4641 5.68018 9.1639 0.1262 13.3115 27.08206 13.3115 9.239 7.2775 1.8656
15.00327 0.1767 11.4926 1.9802 1.341 10.452 6.61367 2.9346 6.2756 5.8026 12.15747 5.8026 1.8655 4.1746 4.8959
1.4137 -1.48115 13.5961 4.5844 13.5068 6.5635 5.16225 9.2485 4.2036 5.3511 17.5168 5.3511 7.2293 8.8481 10.3907
14.10477 -1.21898 9.0334 2.5158 -1.0542 4.3751 6.33345 10.2966 -0.7596 11.0724 18.36666 11.0724 -1.7588 4.5031 5.1719
19.78353 1.70382 13.14 5.6894 12.1277 5.2182 3.59233 9.0646 2.925 11.0436 18.70698 11.0436 7.5904 6.9297 3.6144
61.10426 1.99007 11.6617 4.2337 8.636 4.4831 7.04729 9.7414 1.0785 10.9472 26.09358 10.9472 5.6093 3.1409 5.2417
24.67055 0.64774 10.1727 0.7302 10.9335 3.5343 4.41381 7.7401 -2.9714 10.6029 19.73336 10.6029 -1.5542 4.8538 8.3144
25.27784 1.21827 4.0197 2.5182 6.8547 6.8472 3.02369 10.4994 0.8459 12.9059 28.01789 12.9059 2.4101 6.5206 9.3198
23.20507 -2.29893 3.7095 9.6824 13.4278 7.2301 2.21065 9.4879 -3.0611 9.1066 20.48592 9.1066 11.1176 4.2542 9.6341
31.58958 -2.0125 9.6527 1.3567 4.3725 9.6767 6.82225 9.7664 -2.6821 12.8512 28.33002 12.8512 1.0188 10.7987 10.3543
13.92817 0.75298 7.9626 9.4691 3.6528 4.9063 7.97415 7.5985 0.7008 7.3098 11.43192 7.3098 4.2168 7.6854 5.1143
25.64378 -2.31849 5.1487 6.7677 10.0295 2.5943 6.26056 4.1288 -2.8924 7.8277 19.07392 7.8277 2.6434 10.0516 1.9359
12.2514 -0.59316 5.7641 -0.155 7.5943 1.6922 4.5742 3.5314 4.4646 12.5461 11.17016 12.5461 6.6086 5.2905 11.2878
-5.30606 -2.12411 7.5824 -0.9079 -1.3755 3.5491 7.79244 8.3114 6.5391 5.0952 9.14722 5.0952 7.2602 4.8484 3.2228
34.23744 0.36441 13.9172 5.8783 3.791 1.6351 4.06741 8.8428 -1.7395 13.2192 28.78592 13.2192 -2.2438 9.3312 9.9096
1.61419 1.16277 6.8346 2.8302 2.2956 2.5144 4.12966 3.8961 6.5505 11.1082 13.39659 11.1082 4.4004 5.2687 2.3012
9.33006 -1.52159 12.1557 7.3096 9.7638 7.3005 7.29379 8.6205 -2.6972 12.24 13.39601 12.24 6.6597 6.3735 7.6384
16.78739 -0.70773 4.0156 4.7826 14.2297 3.2226 2.71708 5.8149 -1.8978 12.8029 15.7397 12.8029 0.9162 8.8893 9.3154
44.11236 1.91574 5.2748 5.2551 13.6655 6.2808 3.49366 2.0095 1.5718 12.117 17.26449 12.117 5.2041 5.1876 8.2913
19.16656 -1.96938 3.3822 -0.5545 -1.1752 9.057 4.90706 1.5819 -1.3832 8.8967 18.47486 8.8967 5.3479 10.9783 7.3188
29.74511 -2.90993 13.3055 1.3295 5.9397 8.9379 7.53452 1.0271 5.7645 5.5142 19.97918 5.5142 -0.3566 6.0953 8.8102
28.03792 -0.36293 4.9521 3.2105 1.0086 1.8607 2.5121 1.828 1.9626 9.6421 19.23654 9.6421 2.6817 7.9877 8.8153
14.53558 1.04824 7.0278 9.1269 14.4687 7.2436 6.76934 7.197 0.1961 8.7111 14.88912 8.7111 9.831 10.1844 10.289
23.0875 -2.33441 12.5114 2.3509 5.1429 9.3749 6.11678 4.5065 2.1115 6.7859 20.00227 6.7859 5.7973 2.533 3.61
20.06542 -1.7116 9.6742 -1.2947 9.3839 8.7908 5.64528 10.9358 5.7729 10.1073 19.95351 10.1073 3.5777 9.9193 8.2109
44.50449 1.69844 13.7917 3.0677 4.7205 9.6047 1.11032 12.0704 6.1531 9.2164 20.94946 9.2164 -1.6754 11.3218 8.0166
23.51935 -2.61139 11.1473 9.8795 2.3754 4.8102 5.75029 3.4995 2.3826 9.2314 20.1338 9.2314 0.1047 11.4939 5.4778
7.23407 -2.14382 9.755 4.0472 14.6826 11.1528 4.53848 9.9424 -1.9954 9.4663 6.06864 9.4663 8.9846 4.6013 4.6179
15.63859 -0.14557 4.5525 7.1186 3.4551 8.6904 4.0518 2.0787 -2.9979 5.3163 9.65742 5.3163 1.5877 10.4453 9.3499
31.20635 -1.67789 2.983 0.0039 13.4067 6.5903 2.56155 5.9556 3.0668 6.8924 25.12796 6.8924 -0.4377 4.7041 9.5644
18.66446 -1.73728 10.912 3.4939 13.7207 10.2847 4.62982 11.5835 7.0247 12.9579 24.1723 12.9579 0.362 5.2164 6.0939
30.30177 0.49902 9.8478 0.578 5.3245 10.4225 6.43409 1.0337 -2.3332 10.1661 26.44813 10.1661 11.4337 6.1505 10.9338
25.20956 0.73306 13.0765 6.3405 5.0234 1.8923 3.55843 2.9479 -1.529 8.3801 24.54469 8.3801 6.7972 10.54 2.2289
26.36567 -1.71875 3.0691 5.4038 -0.5048 4.7792 3.54232 10.6376 0.392 8.9556 21.42086 8.9556 2.4114 8.0464 11.1598
-5.35117 -1.28948 9.6727 4.0758 -0.1531 5.3391 5.38287 3.2455 2.1202 6.4527 8.90621 6.4527 9.3239 6.8915 9.1385
8.69592 -2.32051 14.4049 9.2243 14.4615 2.852 7.18121 12.098 6.0532 13.3978 7.89203 13.3978 6.6025 4.9259 4.416
8.90879 -1.21744 3.4 9.8218 -1.9705 6.7641 2.00322 8.7084 1.9695 11.2414 10.3311 11.2414 2.6463 5.7006 7.1124
27.42083 0.57001 11.9409 5.314 1.2273 2.5444 6.59424 11.5595 3.6182 9.661 25.71722 9.661 7.2669 3.6434 4.4362
22.00729 -1.50948 13.9068 10.4683 13.387 2.1241 7.28225 9.1094 -1.1038 8.7708 28.2184 8.7708 10.836 7.9562 7.5167
15.41652 -2.10944 9.4136 10.0436 9.4601 7.4778 4.02057 2.4045 3.4461 8.413 9.84152 8.413 4.5406 3.5326 11.2884
16.15426 -2.08733 6.2084 4.2739 3.5013 9.4751 5.92838 10.0522 7.8631 13.1151 19.01587 13.1151 2.6169 9.6139 4.4079
22.37345 0.3502 12.3904 3.4921 1.1885 8.5001 2.8726 5.4739 3.596 8.9112 17.951 8.9112 10.4789 6.5543 10.1341
26.18242 1.65013 12.7303 1.4306 6.215 1.5151 5.63656 6.2074 6.6356 12.0277 23.54813 12.0277 1.0293 7.5469 7.8715
29.55811 0.36699 3.8921 -0.2415 -0.0047 6.0053 1.7328 9.6844 5.8033 12.3982 19.7352 12.3982 2.8368 6.1678 1.3254
33.73798 -2.71547 11.7257 8.2667 12.3948 2.1589 4.4967 11.4552 6.4746 7.1174 23.16991 7.1174 5.7656 3.2646 9.2992
53.37109 -1.31644 8.9298 2.4826 10.2294 9.6704 1.05445 6.9655 0.3473 12.624 27.93844 12.624 8.4214 4.8212 11.0493
27.26072 -2.70281 10.6365 7.2234 12.175 10.6025 2.86128 1.5234 4.6659 5.6498 19.54951 5.6498 -0.4785 9.3364 8.8375
-5.04582 -1.15251 6.3431 5.7125 4.5265 6.8711 5.03278 10.3722 7.7532 8.7174 6.06356 8.7174 6.147 11.4824 7.8921
31.31026 0.37475 3.8009 6.0104 11.9287 2.855 7.56017 8.3565 5.7245 7.8703 23.43346 7.8703 -0.3867 9.8493 9.4936
33.69345 1.50722 4.8423 6.9383 13.528 10.6901 1.1068 5.5488 6.2168 6.4581 15.07484 6.4581 10.8234 5.0799 5.0609
14.89035 -1.64585 12.6002 9.2148 12.7654 1.5114 7.98047 8.6042 -1.6769 5.7372 15.36723 5.7372 5.0962 5.4746 6.3137
11.3164 -2.46855 10.8697 8.2147 11.3908 7.4473 3.92875 4.9647 -0.9024 11.1475 20.35151 11.1475 0.4454 8.8625 8.6596
18.15768 1.60844 13.3842 3.8519 -1.0363 9.1179 6.40211 2.7018 3.842 13.0442 16.68642 13.0442 -2.7592 4.5679 10.1864
36.82311 -0.56976 6.013 9.8763 3.4943 3.0139 2.56991 3.8756 0.444 11.4007 27.94355 11.4007 -2.2892 5.4347 8.7881
14.33468 -1.95017 13.0605 9.9893 7.5054 9.4895 4.38876 4.4077 3.7013 9.0113 7.53852 9.0113 8.4347 7.6073 9.1908
19.13348 -1.78929 11.4469 10.0487 13.5687 4.6477 7.27423 11.9927 4.7524 7.3805 29.05276 7.3805 -3.3612 6.5476 2.3298
19.43866 -2.38999 7.4928 8.6417 2.2574 2.7821 6.83752 1.76 3.6173 6.2231 18.28586 6.2231 -0.073 10.0664 10.4274
22.96163 -0.08372 8.7092 2.8202 0.6389 5.183 4.26919 8.8365 -2.6171 11.6977 9.69009 11.6977 9.3023 8.5651 2.5908
38.99448 1.87321 11.9378 3.3429 7.5603 3.384 1.78375 5.344 -2.6621 5.9907 7.19572 5.9907 3.4278 4.8762 2.4319
46.49163 -2.44041 5.0305 4.8607 5.5275 4.7533 2.04992 1.5684 4.696 6.0571 29.53145 6.0571 2.9676 6.3437 6.5126
23.4086 -0.90779 6.3922 1.0143 0.5198 3.2756 5.8473 3.0538 2.086 7.5917 20.53858 7.5917 8.6823 5.0277 6.5219
30.07281 -2.35115 13.0638 -1.2454 4.8881 2.2145 6.28937 9.1517 3.345 13.1993 28.2249 13.1993 -3.2616 7.8267 5.7815
18.47386 1.45902 6.155 -0.3874 3.8617 6.0532 1.97049 4.2051 5.5384 5.7419 10.76765 5.7419 10.9523 7.6365 8.3761
34.81192 -2.45729 6.8218 1.3483 1.6911 11.1032 2.70684 5.4048 3.5711 5.5576 18.48861 5.5576 2.8375 4.5635 6.8209
10.41054 -0.66878 5.608 9.695 13.12 3.0063 1.95234 7.4441 1.077 12.9109 6.79328 12.9109 10.3978 7.5501 7.9591
4.73383 0.90439 12.7177 1.2701 13.6263 6.8162 6.6061 8.4935 -2.0904 5.4523 9.81894 5.4523 3.289 2.6681 3.4528
33.6393 -0.68439 9.4762 9.4035 7.4935 7.9105 1.06166 0.8135 -0.1743 9.2844 10.55353 9.2844 -2.4162 10.6507 3.2927
25.24844 1.56915 8.718 1.9916 8.1845 8.1379 3.06765 11.0476 2.9038 6.3494 23.99962 6.3494 8.7403 7.2042 5.9374
61.41954 1.8919 13.6162 4.4917 13.5208 8.7247 2.2142 1.1379 4.4894 6.5647 29.55839 6.5647 1.3988 2.7571 5.6329
48.43065 -2.90433 3.4747 7.2083 1.8503 6.2518 1.2835 11.3425 -0.3241 10.2234 29.59045 10.2234 5.5455 7.3366 6.5164
1.29228 1.18283 4.8932 10.2746 13.494 8.271 3.79072 5.7009 4.0036 10.4066 7.96002 10.4066 -0.2738 9.8961 1.8249
38.74647 0.49495 12.3312 9.6744 4.2704 6.2486 3.39611 2.5603 5.056 4.9102 29.10783 4.9102 5.3195 7.3321 7.4561
44.45817 0.91419 7.3756 7.2591 9.8303 6.1998 1.76823 2.3264 -0.6056 7.1214 29.47043 7.1214 10.4999 10.2001 6.2841
34.17405 -2.12922 3.4582 9.6989 11.0414 6.9571 2.11782 1.4706 -2.5575 6.9028 25.97859 6.9028 8.713 9.6858 8.3734
1.77395 -1.81191 9.1376 9.6091 -1.718 7.0316 7.57757 10.8166 6.3878 7.7586 6.09102 7.7586 9.4929 9.5507 7.5501
7.20684 1.41672 10.1855 5.2838 11.8336 8.3355 6.17642 2.7752 6.4262 12.4841 11.21449 12.4841 -1.7801 7.2228 3.5073
0.89805 -1.51496 10.5235 2.8671 1.3233 7.69 6.04488 10.7359 3.4201 12.1645 12.80605 12.1645 11.3065 10.2972 3.0327
26.78485 -1.59468 5.6989 -0.5529 11.8637 5.6795 3.95763 7.056 -1.624 13.0589 29.65216 13.0589 11.3258 8.0817 1.3228
23.19316 -0.30801 7.3432 7.9586 2.2054 4.3319 3.51599 8.0089 0.1219 13.3854 20.06669 13.3854 3.6895 3.3511 4.162
35.6933 -0.58341 7.9323 9.8522 11.1839 8.3055 5.48908 11.0827 6.9431 10.6147 26.05664 10.6147 1.4493 4.5723 6.0271
34.03389 -0.25313 12.4749 2.5189 12.5254 8.173 2.49988 8.5321 2.8716 8.2394 14.04837 8.2394 10.7908 8.8102 10.4675
12.51311 -1.81483 9.4047 7.2937 12.5181 2.8464 5.91333 7.8619 1.9577 6.7248 17.46886 6.7248 8.4197 6.371 3.2861
33.2376 0.81263 11.6634 8.0017 9.5565 6.1493 1.72914 8.006 5.9527 6.6019 25.80598 6.6019 3.6933 9.5255 1.7544
31.05633 0.42858 6.9437 10.0257 3.3255 8.4961 5.03926 3.4287 -1.5589 5.9171 28.0882 5.9171 9.6962 4.1209 9.7454
6.81418 -0.70599 5.1564 5.4521 3.308 8.8661 3.45714 5.0922 3.3243 8.3644 7.08414 8.3644 11.3466 7.4996 1.3993
37.02363 -2.65227 12.5314 2.4252 9.0036 9.2829 5.56982 1.7247 2.8622 9.873 24.94519 9.873 9.5299 5.0545 10.59
29.06141 -2.92968 3.5193 8.7641 5.2685 2.811 2.18806 1.018 6.3064 13.0513 19.26629 13.0513 4.0358 6.2468 9.6927
11.10289 0.93526 9.8617 4.5623 2.7571 8.2233 7.98755 4.2772 6.5272 6.899 20.1635 6.899 5.8249 2.5766 9.732
29.45794 -1.74791 3.3889 8.7253 10.9432 2.9829 5.76295 3.3791 5.1525 5.7658 27.66221 5.7658 -0.9387 9.8588 5.9091
36.37217 0.08996 13.918 -0.337 -1.2967 2.923 5.10294 2.3289 3.3402 5.6066 25.43578 5.6066 6.8826 9.5679 3.2988
30.15757 -1.98271 5.7987 0.3893 7.4469 11.0401 1.82406 9.9191 7.493 4.9373 26.53508 4.9373 8.3821 2.606 4.3448
14.92919 -1.51907 9.4631 4.9861 4.218 4.9195 4.66678 2.9052 1.3587 7.6974 14.61182 7.6974 10.5626 11.8193 8.443
12.18634 -1.48089 5.1753 10.3999 3.7484 9.7897 2.06979 0.9753 6.6632 7.7726 12.26878 7.7726 8.1389 4.5902 9.4611
16.25295 -2.65975 10.5117 3.6449 11.4293 10.5053 6.5851 1.2191 1.816 4.85 13.10217 4.85 1.7609 8.2208 3.2327
22.93191 0.16986 5.5267 -0.6324 8.4531 4.0861 5.70321 11.6199 -2.9047 12.4395 10.50946 12.4395 0.9267 7.213 6.9249
19.98623 0.92385 9.0707 4.1681 13.9608 10.0192 5.35597 10.214 4.4437 9.4321 21.83546 9.4321 11.72 6.8625 9.8825
33.36377 -1.00791 8.702 6.9528 12.8568 10.4219 3.96358 10.7014 7.5903 9.022 27.07566 9.022 7.5233 4.6427 8.2709
39.5131 1.97499 6.4091 4.2221 14.5684 9.0958 3.38003 5.2968 4.7992 11.3472 15.8028 11.3472 1.0106 10.5741 2.6784
23.66908 -0.96141 5.1421 6.7772 13.6471 4.099 5.99111 12.0141 4.5142 12.9426 17.11495 12.9426 -2.716 10.6837 1.6955
32.65415 -2.82179 5.943 3.4272 -0.9128 9.4168 2.4123 5.4945 6.943 9.3775 24.60213 9.3775 5.7139 10.9806 6.0285
26.20232 -0.06826 12.7677 4.8125 0.2705 5.6994 2.61335 7.7476 3.0889 11.9816 10.13137 11.9816 5.125 3.2481 9.3695
8.36671 -2.56004 9.4276 8.8517 9.3891 5.6674 7.84905 7.927 3.156 11.2721 6.01904 11.2721 5.8452 3.4762 2.8376
33.65352 -0.51424 11.2002 6.1876 -1.7731 3.3947 2.02742 1.0462 6.0614 5.4906 9.68289 5.4906 3.2724 4.94 10.9986
36.10309 -0.01088 5.6896 6.2485 4.6249 7.3015 2.61181 3.7907 7.4004 7.4396 21.3157 7.4396 11.9287 3.1118 6.4575
34.06197 0.69056 8.0541 4.2469 8.1058 5.6673 1.65623 7.0803 -0.7274 11.6065 16.32176 11.6065 4.7696 4.3825 10.902
6.5553 -1.79942 4.2565 9.7539 11.6984 3.8942 4.52605 9.8834 4.8107 12.529 11.56251 12.529 1.4233 10.4793 3.7217
33.47641 1.19517 13.4406 -1.3448 11.1028 11.0172 3.19904 9.7407 2.7671 9.5736 26.91828 9.5736 1.5923 7.5606 9.3281
24.96042 -2.13324 13.4745 1.5886 -0.0018 7.4812 4.43439 8.0471 6.5338 11.0599 14.37717 11.0599 8.1152 7.8454 2.0218
22.88106 -0.44966 4.1899 -1.2692 -0.0253 5.7206 3.23153 3.382 -2.488 10.5441 17.08558 10.5441 7.9846 6.068 3.5594
40.7551 -0.98432 12.5986 9.9639 12.6573 8.7567 1.1075 5.3038 -1.2022 12.8849 12.63867 12.8849 10.4227 7.8122 3.1468
41.40033 -0.37605 4.3933 3.8432 3.6729 8.4398 4.35501 4.0507 0.2527 11.0598 29.9949 11.0598 11.7638 2.7261 7.3933
14.39187 -2.35734 5.3564 6.5516 9.9824 2.6788 7.39995 11.1007 -2.3663 10.2085 16.02254 10.2085 -1.6385 5.8194 10.3831
10.69528 -0.98827 7.0201 0.0122 9.8783 7.8691 3.33961 4.8079 3.6501 5.4521 10.08093 5.4521 2.6921 4.6149 10.377
19.0513 0.14198 2.9469 0.6251 6.5121 1.4895 7.4435 4.3805 2.0331 5.257 8.1068 5.257 2.9793 5.2075 3.6742
27.95418 0.59448 11.9886 2.7932 2.3275 9.0903 2.65897 7.6288 -0.3283 8.4639 22.99626 8.4639 7.2872 5.2538 10.8883
21.031 -2.15328 7.3616 5.5373 1.9064 8.616 3.81129 1.0986 6.7739 11.8044 15.07142 11.8044 4.4587 5.2942 10.555
15.01056 0.27006 12.3312 5.7257 4.3975 10.7407 4.9734 9.577 -2.1559 5.0741 11.01234 5.0741 -1.9741 9.1206 1.9898
43.5659 -0.78065 5.3193 2.3093 -0.1774 11.031 1.02788 1.031 6.8045 6.4261 9.63112 6.4261 10.4648 8.8453 4.974
15.7972 1.38309 10.0033 9.1064 2.4206 8.1588 5.69493 9.9308 6.7382 6.0422 20.30107 6.0422 5.7627 7.1688 1.5312
17.98703 -2.98579 3.0334 0.6617 -0.3754 8.9054 4.89831 11.7118 6.2103 12.7084 14.71435 12.7084 8.819 11.7295 3.5209
29.81073 -0.25517 9.0443 10.0668 7.7392 10.2776 4.49288 4.2236 -2.9129 7.4703 19.61217 7.4703 -0.7313 8.1882 4.3314
21.78942 -0.77228 3.904 2.7074 -1.4635 3.5024 4.28088 8.3417 3.5171 7.6087 22.66997 7.6087 8.0197 6.3043 1.5807
20.49588 1.76729 4.4235 8.4274 9.6494 7.3521 1.84873 4.2636 2.9805 12.1698 11.33872 12.1698 9.6017 3.161 9.2276
5.54263 -0.97458 5.779 6.9744 6.2159 9.7983 7.88999 2.4182 4.8086 5.3522 6.8016 5.3522 10.7007 6.3238 10.9332
40.46401 0.31602 6.4777 -0.574 -0.186 5.7192 4.95195 0.8773 -1.799 11.047 28.78156 11.047 11.8886 4.839 7.4098
50.59679 1.95953 8.8737 9.7661 14.0635 2.7484 1.82487 7.9161 -2.5032 7.5286 26.51879 7.5286 8.0417 5.009 1.2863
20.68508 -1.15822 12.4085 2.5438 1.8681 1.7729 6.67242 7.0459 0.6204 11.3392 29.83775 11.3392 4.5987 7.0211 1.243
12.30417 -0.69722 11.1935 9.1692 12.662 5.7274 6.99773 8.8819 -2.6134 8.4868 13.64056 8.4868 8.2344 5.6334 8.5186
18.34563 1.51708 9.3726 -0.9071 -1.7449 4.3295 4.59406 5.9774 -1.7083 12.7932 21.35412 12.7932 8.0621 3.2449 6.1392
